Mercy Medical,US
Mizell Memorial Hospital,US
Mobile Infirmary Medical Center,US
Mobile Mental Health Center,US
Monroe County Hospital,US
Montgomery Surgical Center,US
Mountain View Hospital,US
NMMC Hamilton,US
North Alabama Regional Hospital,US
North Baldwin Infirmary,US
Northeast Alabama Regional Medical Center,US
Northport Medical Center,US
Northwest Medical Center,US
Parkway Medical Center,US
Pickens County Medical Center,US
Prattville Baptist Hospital,US
Princeton Baptist Medical Center,US
Providence Hospital,US
"Psychiatric Solutions, Inc.",US
Hill Crest Behavioral Health Services,US
Laurel Oaks Behavioral Health Center,US
Randolph Medical Center,US
Red Bay Hospital,US
Rehabilitation and Healthcare Center of Birmingham,US
Riverview Regional Medical Center,US
Russell Medical Center,US
Russellville Hospital,US
Saint Clair Regional Hospital,US
Saint Vincent's Hospital,US
Searcy Hospital,US
Shelby Baptist Medical Center,US
Shoals Hospital,US
South Baldwin Regional Medical Center,US
Southeast Alabama Medical Center,US
Spain Rehabilitation Center,US
Springhill Medical Center,US
Stringfellow Memorial Hospital,US
Summit Hospital,US
SunLink Health Systems,US
Chilton Medical Center,US
Taylor Hardin Secure Medical Facility,US
Thomas Hospital,US
Tombigbee Healthcare Authority,US
Bryan W. Whitfield Memorial Hospital,US
Triad Hospitals,US
Crestwood Medical Center,US
Flowers Hospital,US
Gadsden Regional Medical Center,US
Jacksonville Medical Center,US
Medical Center Enterprise,US
Trinity Medical Center,US
Troy Regional Medical Center,US
Tuscaloosa VA Medical Center,US
United States Army Aeromedical Center,US
University of Alabama at Birmingham (UAB) Health System,US
Callahan Eye Foundation Hospital,US
Spain Rehabilitation Center,US
University of Alabama at Birmingham (UAB) Center for Psychiatric Medicine,US
University of Alabama at Birmingham (UAB) Hospital,US
University of Alabama at Birmingham (UAB) Medical West,US
University of Alabama at Birmingham (UAB) Center for Psychiatric Medicine,US
University of Alabama at Birmingham (UAB) Hospital,US
University of Alabama at Birmingham (UAB) Medical West,US
University of South Alabama Children's and Women's Hospital,US
University of South Alabama Health System,US
University of South Alabama Children's and Women's Hospital,US
University of South Alabama Knollwood Long Term Acute Care Hospital,US
University of South Alabama Knollwood Park Hospital,US
University of South Alabama Medical Center,US
University of South Alabama Knollwood Long Term Acute Care Hospital,US
University of South Alabama Knollwood Park Hospital,US
University of South Alabama Medical Center,US
Vaughan Regional Medical Center,US
Walker Baptist Medical Center,US
Washington County Hospital & Nursing Home,US
Wedowee Hospital,US
Whitesburg Gardens Health Care Center,US
Wiregrass Medical Center,US
Woodland Medical Center,US
89th Medical Group,US
Adventist HealthCare,US
Adventist Rehabilitation Hospital of Maryland,US
Potomac Ridge Behavioral Health,US
Shady Grove Adventist Hospital,US
Washington Adventist Hospital,US
Adventist Rehabilitation Hospital of Maryland,US
Anne Arundel Medical Center,US
Atlantic General Hospital,US
Baltimore Medical System,US
Baltimore VA Medical Center,US
Baltimore Washington Medical Center,US
Bon Secours Baltimore Health System,US
Bon Secours Hospital,US
Bon Secours Health System,US
Bon Secours Baltimore Health System,US
Bon Secours Hospital,US
Bon Secours Hospital,US
Brook Lane Health Services,US
Calvert Memorial Hospital,US
Carroll Hospital Center,US
Chester River Health System,US
Civista Health & Medical Center,US
"Deaton (""University"") Specialty Hospital",US
Dimensions Healthcare System,US
Doctors Community Hospital,US
Dorchester General Hospital,US
"Edward W. McCready Memorial Hospital, The",US
Fort Washington Medical Center,US
Franklin Square Hospital Center,US
Frederick Memorial Hospital,US
Garrett County Memorial Hospital,US
Good Samaritan Hospital,US
Greater Baltimore Medical Center,US
Harbor Hospital,US
Harford Memorial Hospital,US
Holy Cross Health,US
Hospital for Children,US
Howard County General Hospital,US
Jewish Convalescent & Nursing Home (JCNH),US
Johns Hopkins Bayview Medical Center,US
Johns Hopkins Children's Center,US
Johns Hopkins Hospital and Health System,US
Johns Hopkins Medicine,US
Howard County General Hospital,US
Johns Hopkins Bayview Medical Center,US
Johns Hopkins Breast Center,US
Johns Hopkins Hospital and Health System,US
Sidney Kimmel Comprehensive Cancer Center,US
Kennedy Krieger Institute,US
Kent & Queen Anne's Hospital,US
Kernan Hospital,US
Kimbrough Ambulatory Care Center,US
Laurel Regional Hospital,US
Levindale Hebrew Geriatric Center and Hospital,US
LifeBridge Health,US
Jewish Convalescent & Nursing Home (JCNH),US
Levindale Hebrew Geriatric Center and Hospital,US
Northwest Hospital,US
Sinai Hospital,US
Loch Raven VA Community Living and Rehabilitation Center,US
Malcolm Grow Medical Center,US
Maryland General Hospital,US
Maryland Heart Center,US
McCready Health Services Foundation,US
"Edward W. McCready Memorial Hospital, The",US
MedStar Health,US
Franklin Square Hospital Center,US
Good Samaritan Hospital,US
Harbor Hospital,US
Union Memorial Hospital,US
Memorial Hospital and Medical Center,US
"Memorial Hospital at Easton, The",US
Mercy Medical Center,US
Montgomery General Hospital,US
Mount Washington Pediatric Hospital,US
National Naval Dental Center,US
National Naval Medical Center,US
Naval Hospital Ship Comfort,US
Naval Medical Clinic Patuxent River,US
Nexus Health,US
Fort Washington Medical Center,US
NIH Clinical Center,US
Northwest Hospital,US
Peninsula Regional Health Systems,US
Peninsula Regional Medical Center,US
Peninsula Regional Medical Center,US
Perry Point VA Medical Center,US
Potomac Ridge Behavioral Health,US
Prince George's Hospital Center,US
Sacred Heart Hospital,US
Saint Agnes HealthCare,US
Saint Joseph Medical Center,US
Saint Mary's Hospital,US
Shady Grove Adventist Hospital,US
Sheppard and Enoch Pratt Hospital,US
Sheppard Pratt Health System,US
Sheppard and Enoch Pratt Hospital,US
Shore Health System of Maryland,US
Dorchester General Hospital,US
Sidney Kimmel Comprehensive Cancer Center,US
Sinai Hospital,US
Suburban Hospital,US
Union Hospital,US
Union Memorial Hospital,US
University of Maryland Medical Center,US
Hospital for Children,US
Maryland Heart Center,US
University of Maryland Medical System,US
Baltimore Washington Medical Center,US
Kernan Hospital,US
Maryland General Hospital,US
Mount Washington Pediatric Hospital,US
University of Maryland Medical Center,US
Hospital for Children,US
Maryland Heart Center,US
University of Maryland Rehabilitation & Orthopaedic Institute,US
University Specialty Hospital,US
University of Maryland Rehabilitation & Orthopaedic Institute,US
University Specialty Hospital,US
Upper Chesapeake Health,US
Harford Memorial Hospital,US
Upper Chesapeake Medical Center,US
Upper Chesapeake Medical Center,US
VA Maryland Health Care System,US
Baltimore VA Medical Center,US
Loch Raven VA Community Living and Rehabilitation Center,US
Perry Point VA Medical Center,US
Warren Grant Magnuson Clinical Center,US
Washington Adventist Hospital,US
Washington County Health System,US
Washington County Hospital,US
Washington County Hospital,US
Western Maryland Health System,US
Memorial Hospital and Medical Center,US
Sacred Heart Hospital,US
Wilmer Eye Institute at Johns Hopkins,US
Manati,US
Ashford Presbyterian Community Hospital,US
Auxilio Mutuo Hospital,US
Bella Vista Hospital,US
Cardiovascular Center of Puerto Rico and the Caribbean,US
San Juan,US
Castaner General Hospital,US
MayagÃ¼ez,US
San Juan,US
MayagÃ¼ez,US
HealthSouth Rehabilitation Hospital,US
Hospital Auxilio Mutuo,US
Aguadilla,US
Hospital Damas,US
Hospital de la ConcepciÃ³n,US
Hospital de la Universidad de Puerto Rico,US
Hospital De NiÃ±os San Jorge,US
San Juan,US
Hospital Dr. Dominguez,US
Hospital Dr. Pila,US
Hospital Episcopal Cristo Redentor,US
Hospital Episcopal San Lucas,US
Hospital General Menonita,US
Hospital General Menonita de Aibonito,US
Hospital General Menonita De Cayey,US
Hospital General Menonita de Aibonito,US
Hospital General Menonita De Cayey,US
Hospital Gubern,US
Hospital Hermanos MelÃ©ndez,US
Caguas,US
BayamÃ³n,US
San Juan,US
Hospital Metropolitano Dr. Tito Mattei,US
Ponce,US
Hospital Perea,US
Hospital San Carlos Borromeo,US
Ponce,US
Hospital San Francisco,US
Hospital San Juan Capestrano,US
Hospital San Pablo,US
Hospital San Pablo,US
Hospital San Pablo,US
Hospital San Pablo,US
BayamÃ³n,US
San Juan,US
Mennonite General Hospital,US
Mepsi Center,US
Metro Pavia Health System,US
Hospital De NiÃ±os San Jorge,US
Hospital Gubern,US
Hospital Pavia Santurce,US
Pavia Hospital Hato Rey,US
Pavia Hospital Santurce,US
Perea Hospital,US
Panamericano,US
Pavia Hospital Hato Rey,US
Pavia Hospital Santurce,US
Perea Hospital,US
Puerto Rico Poison Center,US
Saint Luke's Memorial Hospital,US
San Carlos General Hospital,US
San Francisco Hospital,US
San Jorge Children's Hospital,US
Puerto Rico Poison Center,US
San Juan Bautista Medical Center,US
San Juan Capestrano Hospital,US
San Juan,US
San Juan VA Medical Center,US
San Pablo Health System,US
San Francisco Hospital,US
San Pablo Hospital,US
San Pablo Hospital,US
San Juan,US
San Juan,US
San Juan,US
VA Caribbean Healthcare System,US
San Juan VA Medical Center,US
Vega Baja,US
354th Medical Group,US
673d Medical Group,US
Alaska Department of Health and Social Services : Division of Behavioral Health,US
Alaska Psychiatric Institute,US
Alaska Native Medical Center,US
Alaska Native Tribal Health Consortium,US
Alaska Native Medical Center,US
Alaska Psychiatric Institute,US
Alaska Regional Hospital,US
Alaska VA Healthcare System,US
Anchorage Neighborhood Health Center,US
Banner Health,US
Denali Center,US
Fairbanks Memorial Hospital,US
Bartlett Regional Hospital,US
Bassett Army Community Hospital,US
Bristol Bay Area Health Corporation,US
Kanakanak Hospital,US
Central Peninsula General Hospital,US
"Children's Hospital at Providence, The",US
Cordova Community Medical Center,US
Denali Center,US
Fairbanks Memorial Hospital,US
Kanakanak Hospital,US
Ketchikan General Hospital,US
Maniilaq Health Center,US
Mat-Su Regional Medical Center,US
Mount Edgecumbe Hospital,US
North Star Behavioral Health,US
North Star Hospital Bragaw Campus,US
North Star Hospital Debarr Campus,US
North Star Hospital Bragaw Campus,US
North Star Hospital Debarr Campus,US
Norton Sound Health Corporation,US
PeaceHealth,US
Ketchikan General Hospital,US
Petersburg Medical Center,US
Providence Cancer Center,US
Providence Health & Services : Alaska,US
"Children's Hospital at Providence, The",US
Providence Alaska Medical Center,US
"Children's Hospital at Providence, The",US
Providence Cancer Center,US
Providence Cancer Center,US
Providence Kodiak Island Medical Center,US
Providence Seward Medical & Care Center,US
Providence Valdez Medical Center,US
Providence Alaska Medical Center,US
"Children's Hospital at Providence, The",US
Providence Cancer Center,US
Providence Kodiak Island Medical Center,US
Providence Seward Medical & Care Center,US
Providence Valdez Medical Center,US
Saint Elias Specialty Hospital,US
Samuel Simmonds Memorial Hospital,US
Sitka Community Hospital,US
Sitka Medical Center,US
Southeast Alaska Regional Health Consortium (SEARHC),US
Mount Edgecumbe Hospital,US
Wrangell Medical Center,US
South Peninsula Hospital,US
Universal Health Services,US
North Star Behavioral Health,US
North Star Hospital Bragaw Campus,US
North Star Hospital Debarr Campus,US
North Star Hospital Bragaw Campus,US
North Star Hospital Debarr Campus,US
Wildflower Court,US
Wrangell Medical Center,US
Yukon-Kuskokwim Health Corporation,US
66th Medical Group,US
Addison Gilbert Hospital,US
AdCare Hospital,US
Anna Jaques Hospital,US
Arbour Health System,US
Arbour Hospital,US
Fuller Hospital,US
Human Resource Institute Hospital,US
Pembroke Hospital,US
Westwood Lodge Hospital,US
Arbour Hospital,US
Athol Memorial Hospital,US
Austen Riggs Center,US
Baystate Health System,US
Baystate Medical Center,US
Baystate Medical Center Children's Hospital,US
Franklin Medical Center,US
Mary Lane Hospital,US
Baystate Medical Center,US
Baystate Medical Center Children's Hospital,US
Berkshire Health Systems,US
Berkshire Medical Center,US
Fairview Hospital,US
Berkshire Medical Center,US
Beth Israel Deaconess HospitalÂ– Needham Campus,US
Beth Israel Deaconess Medical Center,US
Beverly Hospital,US
Boston Medical Center,US
Boston Shriners Hospital,US
Boston University Medical Campus,US
Boston VA Medical Center,US
Bournewood Hospital,US
Braintree Rehabilitation Hospital,US
Bridgewater State Hospital,US
Brigham and Women's Hospital,US
Brockton Campus (VA Boston Healthcare System),US
Brockton Hospital,US
Cambridge Health Alliance,US
"Cambridge Hospital, The",US
Somerville Hospital,US
Whidden Memorial Hospital,US
"Cambridge Hospital, The",US
Cape Cod Healthcare,US
Cape Cod Hospital,US
Falmouth Hospital,US
Cape Cod Hospital,US
CareGroup Healthcare System,US
Beth Israel Deaconess Hospital Needham Campus,US
Beth Israel Deaconess Medical Center,US
Mount Auburn Hospital,US
Nashoba Valley Medical Center,US
New England Baptist Hospital,US
Caritas Carney Hospital,US
Caritas Christi Health Care System,US
Caritas Carney Hospital,US
Caritas Good Samaritan Medical Center,US
Caritas Holy Family Hospital,US
Caritas Norwood Hospital,US
Caritas Saint Elizabeth's Medical Center,US
Saint Anne's Hospital,US
Caritas Good Samaritan Medical Center,US
Caritas Holy Family Hospital,US
Caritas Norwood Hospital,US
Caritas Saint Elizabeth's Medical Center,US
Charlton Memorial Hospital,US
Children's Hospital Boston,US
Children's Hospital Boston at Lexington,US
Children's Hospital Boston at Peabody,US
Children's Hospital Boston at Waltham,US
Clinton Hospital,US
Commonwealth Communities,US
Northeast Specialty Hospital - Braintree,US
Northeast Specialty Hospital - Natick,US
Northeast Specialty Hospital - Stoughton,US
Park View Specialty Hospital Rehabilitation & Nursing Center,US
Cooley Dickinson Hospital,US
Dana Farber Cancer Institute,US
Edith Nourse Rogers Memorial Veterans Hospital,US
Emerson Hospital,US
Fairlawn Rehabilitation Hospital,US
Fairview Hospital,US
Falmouth Hospital,US
Faulkner Hospital,US
Framingham Union Hospital,US
Franciscan Hospital for Children,US
Franklin Medical Center,US
Fuller Hospital,US
Hallmark Health,US
Lawrence Memorial Hospital,US
Malden Medical Center,US
Melrose-Wakefield Hospital,US
Harrington Memorial Hospital,US
HealthAlliance Hospital,US
"Hebrew Rehabilitation Center for Aged, The",US
Heywood Hospital,US
Holyoke Hospital,US
Hubbard Health Systems,US
Hubbard Regional Hospital,US
Hubbard Regional Hospital,US
Human Resource Institute Hospital,US
Jamaica Plain Campus (VA Boston Healthcare System),US
Jewish Memorial Hospital & Rehabilitation Center,US
Jordan Hospital,US
Kindred Healthcare,US
Kindred Hospital Boston,US
Kindred Hospital - Boston North Shore,US
Kindred Hospital Boston,US
Kindred Hospital - Boston North Shore,US
Lahey Clinic Hospital,US
Lawrence General Hospital,US
Lawrence Memorial Hospital,US
Lemuel Shattuck Hospital,US
Leonard Morse Hospital,US
Lowell General Hospital,US
Malden Medical Center,US
Marlborough Hospital,US
Martha's Vineyard Hospital,US
Mary Lane Hospital,US
Massachusetts Department of Public Health Bureau of Hospitals,US
Lemuel Shattuck Hospital,US
Massachusetts Hospital School,US
Tewksbury Hospital,US
Western Massachusetts Hospital,US
Massachusetts Eye and Ear Infirmary,US
Massachusetts General Hospital,US
Massachusetts Hospital School,US
Malden Medical Center,US
McLean Hospital,US
McLean Ambulatory Treatment Center at Naukeag,US
Medfield,US
Melrose-Wakefield Hospital,US
Mercy Medical Center,US
Providence Behavioral Health Hospital,US
Weldon Rehabilitation Hospital,US
Merrimack Valley Hospital,US
MetroWest Medical Center,US
Framingham Union Hospital,US
Leonard Morse Hospital,US
Milford Whitinsville Regional Hospital,US
Milton Hospital,US
Morton Hospital and Medical Center,US
Mount Auburn Hospital,US
Nantucket Cottage Hospital,US
Nashoba Valley Medical Center,US
New England Baptist Hospital,US
New England Medical Center - Floating Hospital for Children,US
New England Sinai Hospital &Rehabilitation Center,US
Newton-Wellesley Hospital,US
Noble Hospital,US
North Adams Regional Hospital,US
North Shore Cancer Center,US
North Shore Children's Hospital,US
North Shore Medical Center,US
North Shore Cancer Center,US
North Shore Children's Hospital,US
Salem Hospital,US
Shaughnessy-Kaplan Rehabilitation Hospital,US
Union Hospital,US
Women's Health Center of the North Shore,US
Northampton VA Medical Center,US
"Northeast Health Systems, Inc.",US
Northeast Specialty Hospital - Braintree,US
Northeast Specialty Hospital - Natick,US
Northeast Specialty Hospital - Stoughton,US
Northern Berkshire Health Systems,US
North Adams Regional Hospital,US
Park View Specialty Hospital Rehabilitation & Nursing Center,US
Partners HealthCare System,US
Brigham and Women's Hospital,US
Faulkner Hospital,US
Massachusetts General Hospital,US
McLean Hospital,US
Newton-Wellesley Hospital,US
North Shore Cancer Center,US
North Shore Children's Hospital,US
North Shore Medical Center,US
North Shore Cancer Center,US
North Shore Children's Hospital,US
Salem Hospital,US
Shaughnessy-Kaplan Rehabilitation Hospital,US
Union Hospital,US
Women's Health Center of the North Shore,US
Salem Hospital,US
Shaughnessy-Kaplan Rehabilitation Hospital,US
Union Hospital,US
Women's Health Center of the North Shore,US
Pembroke Hospital,US
Providence Behavioral Health Hospital,US
Quigley (Lawrence F.) Memorial Hospital,US
Quincy Medical Center,US
Rehabilitation Hospital of the Cape and Islands,US
Saint Anne's Hospital,US
Saint Luke's Hospital,US
Saints Memorial Medical Center,US
Saint Vincent Hospital,US
Salem Hospital,US
Shaughnessy-Kaplan Rehabilitation Hospital,US
Shriners Hospitals for Children,US
Shriners Hospital,US
Shriver Center for Mental Retardation,US
Signature Healthcare,US
Brockton Hospital,US
Soldiers' Home - Holyoke,US
Lowell,US
Somerville Hospital,US
Southcoast Health System,US
Charlton Memorial Hospital,US
Saint Luke's Hospital,US
Tobey Hospital,US
South End Community Health Center,US
South Shore Hospital,US
Spaulding Rehabilitation Hospital Network,US
Sturdy Memorial Hospital,US
Tenet MetroWest Medical Center,US
Taunton,US
Tewksbury Hospital,US
Tobey Hospital,US
"Trauma Center, The",US
Tufts - New England Medical Center,US
UMass Memorial Health Care,US
Clinton Hospital,US
HealthAlliance Hospital,US
Marlborough Hospital,US
UMass Memorial Medical Center,US
Wing Memorial Hospital & Medical Centers,US
UMass Memorial Medical Center,US
Union Hospital,US
Universal Health Services,US
Arbour Health System,US
Arbour Hospital,US
Fuller Hospital,US
Human Resource Institute Hospital,US
Pembroke Hospital,US
Westwood Lodge Hospital,US
Arbour Hospital,US
Fuller Hospital,US
Human Resource Institute Hospital,US
Pembroke Hospital,US
Westwood Lodge Hospital,US
VA Boston Healthcare System,US
Brockton Campus (VA Boston Healthcare System),US
Jamaica Plain Campus (VA Boston Healthcare System),US
West Roxbury Campus (VA Boston Healthcare System),US
VA New England Healthcare System,US
Brockton Campus (VA Boston Healthcare System),US
Edith Nourse Rogers Veterans Memorial Hospital,US
Jamaica Plain Campus (VA Boston Healthcare System),US
Northampton VA Medical Center,US
VA Boston Healthcare System,US
Brockton Campus (VA Boston Healthcare System),US
Jamaica Plain Campus (VA Boston Healthcare System),US
West Roxbury Campus (VA Boston Healthcare System),US
West Roxbury Campus (VA Boston Healthcare System),US
Vanguard Health Systems,US
Framingham Union Hospital,US
Leonard Morse Hospital,US
MetroWest Medical Center,US
Framingham Union Hospital,US
Leonard Morse Hospital,US
Saint Vincent Hospital,US
Waltham Hospital,US
Weldon Rehabilitation Hospital,US
West Roxbury Campus (VA Boston Healthcare System),US
Western Massachusetts Hospital,US
Westwood Lodge Hospital,US
Whidden Memorial Hospital,US
Whittier Health Network,US
Whittier Rehabilitation Hospital Haverhill,US
Whittier Rehabilitation Hospital Westborough,US
Whittier Rehabilitation Hospital Haverhill,US
Whittier Rehabilitation Hospital Westborough,US
Winchester Hospital,US
Wing Memorial Hospital & Medical Centers,US
Women's Health Center of the North Shore,US
Worcester Medical Center,US
Worcester,US
Youville Hospital & Rehabilitation Center,US
Bradley Hospital,US
Butler Hospital,US
Care New England Health System,US
Duncan Lodge,US
Eleanor Slater Hospital,US
Hasbro Children's Hospital,US
Kent Hospital,US
Landmark Medical Center,US
Lifespan Health System,US
Bradley Hospital,US
Hasbro Children's Hospital,US
Miriam Hospital,US
Newport Hospital,US
Rhode Island Hospital,US
Memorial Hospital of Rhode Island,US
Miriam Hospital,US
Naval Health Clinic New England (NHCNE),US
Naval Health Clinic New England (NHCNE) Newport,US
Naval Health Clinic New England (NHCNE) Newport,US
Newport Hospital,US
Providence VA Medical Center,US
Rehabilitation Hospital of Rhode Island,US
Rhode Island Hospital,US
Roger Williams Medical Center,US
Saint Joseph Health Services,US
South County Hospital Healthcare System,US
The Westerly Hospital,US
Women & Infants Hospital,US
56th Medical Group,US
355th Medical Group,US
Arizona Cancer Center,US
Arizona Heart Institute & Hospital,US
Arizona Orthopedic Surgical Hospital,US
Arizona State Hospital,US
Arrowhead Hospital,US
Aurora Behavioral Health System,US
Aurora Behavioral Health System Glendale,US
Aurora Behavioral Health System Tempe,US
Aurora Behavioral Health System Glendale,US
Aurora Behavioral Health System Tempe,US
Banner Alzheimer's Institute (BAI),US
Banner Baywood Medical Center,US
Banner Behavioral Health Hospital,US
Banner Del E. Webb Medical Center,US
Banner Desert Behavioral Health Center,US
Banner Desert Medical Center,US
Banner Desert Surgery Center,US
Banner Estrella Medical Center,US
Banner Estrella Surgery Center,US
Banner Gateway Medical Center,US
Banner Good Samaritan Medical Center,US
Banner Good Samaritan Surgery Center,US
Banner Health Center,US
Banner Health System,US
Banner Alzheimer's Institute (BAI),US
Banner Baywood Medical Center,US
Banner Behavioral Health Hospital,US
Banner Del E. Webb Medical Center,US
Banner Desert Behavioral Health Center,US
Banner Desert Medical Center,US
Banner Desert Surgery Center,US
Banner Estrella Medical Center,US
Banner Estrella Surgery Center,US
Banner Gateway Medical Center,US
Banner Good Samaritan Medical Center,US
Banner Good Samaritan Surgery Center,US
Banner Health Center,US
Banner Heart Hospital,US
Banner Ironwood Medical Center,US
Banner Mesa Medical Center,US
Banner Thunderbird Medical Center,US
Banner Thunderbird Surgery Center,US
Cardon Children's Medical Center,US
Osborn Ambulatory Surgical Center,US
Page Hospital,US
Surgicenter,US
Union Hills Surgery Center,US
Williams Health Care Center,US
Banner Heart Hospital,US
Banner Mesa Medical Center,US
Banner Thunderbird Medical Center,US
Banner Thunderbird Surgery Center,US
Barrow Neurological Institute,US
Benson Hospital,US
Boswell Memorial Hospital,US
Calvary Center,US
Cardon Children's Medical Center,US
Carondelet Health Network,US
Carondelet Holy Cross Hospital,US
Carondelet Medical Mall of Green Valley,US
Carondelet Saint Joseph's Hospital,US
Carondelet Saint Mary's Hospital,US
Carondelet Holy Cross Hospital,US
Carondelet Saint Mary's Hospital,US
Casa Grande Regional Medical Center,US
Catholic Healthcare West,US
Barrow Neurological Institute,US
Chandler Regional Hospital,US
Saint Joseph's Hospital and Medical Center,US
Center for Radiation Therapy,US
Chandler Regional Hospital,US
Copper Queen Community Hospital,US
El Dorado Hospital,US
El Dorado Surgicenter,US
Ernest Health,US
Mountain Valley Regional Rehabilitation Hospital,US
Flagstaff Medical Center,US
Good Samaritan Regional Medical Center,US
Havasu Regional Medical Center,US
IASIS Healthcare,US
Mesa General Hospital,US
Saint Luke's Behavioral Health Center,US
Saint Luke's Medical Center,US
Tempe Saint Luke's Hospital,US
Indian Health Service (IHS),US
John C. Lincoln Health Network,US
Kindred Healthcare,US
Kindred Hospital Phoenix,US
Kindred Hospital Phoenix Northwest,US
Kindred Hospital Tucson,US
Kindred Hospital Phoenix,US
Kindred Hospital Phoenix Northwest,US
Kindred Hospital Tucson,US
Kingman Regional Medical Center,US
Kino Community Hospital,US
La Paz Regional Hospital,US
Los NiÃ±os Hospital,US
Maricopa Integrated Health System,US
Maryvale Hospital Medical Center,US
"Mayo Clinic, Scottsdale",US
Mercy Gilbert Medical Center,US
Mesa General Hospital,US
Mount Graham Regional Medical Center,US
Mountain Valley Regional Rehabilitation Hospital,US
Navapache Regional Medical Center,US
Northern Arizona Healthcare,US
Flagstaff Medical Center,US
Sedona Medical Center,US
Verde Valley Medical Center,US
Northern Arizona VA Health Care System,US
Northern Cochise Community Hospital,US
